acl;2.3.1;https://download.savannah.gnu.org/releases/acl/acl-2.3.1.tar.xz;95ce715fe09acca7c12d3306d0f076b2
attr;2.5.1;https://download.savannah.gnu.org/releases/attr/attr-2.5.1.tar.gz;ac1c5a7a084f0f83b8cace34211f64d8
autoconf;2.71;https://ftp.gnu.org/gnu/autoconf/autoconf-2.71.tar.xz;12cfa1687ffa2606337efe1a64416106
automake;1.16.5;https://ftp.gnu.org/gnu/automake/automake-1.16.5.tar.xz;4017e96f89fca45ca946f1c5db6be714
bash;5.2;https://ftp.gnu.org/gnu/bash/bash-5.2.tar.gz;cfb4cf795fc239667f187b3d6b3d396f
bc;6.0.4;https://github.com/gavinhoward/bc/releases/download/6.0.4/bc-6.0.4.tar.xz;1e1c90de1a11f3499237425de1673ef1
binutils;2.39;https://ftp.gnu.org/gnu/binutils/binutils-2.39.tar.xz;f7e986ae9ff06405cafb2e585ee36d27
bison;3.8.2;https://ftp.gnu.org/gnu/bison/bison-3.8.2.tar.xz;c28f119f405a2304ff0a7ccdcc629713
bzip2;1.0.8;https://www.sourceware.org/pub/bzip2/bzip2-1.0.8.tar.gz;67e051268d0c475ea773822f7500d0e5
check;0.15.2;https://github.com/libcheck/check/releases/download/0.15.2/check-0.15.2.tar.gz;50fcafcecde5a380415b12e9c574e0b2
coreutils;9.1;https://ftp.gnu.org/gnu/coreutils/coreutils-9.1.tar.xz;8b1ca4e018a7dce9bb937faec6618671
dejagnu;1.6.3;https://ftp.gnu.org/gnu/dejagnu/dejagnu-1.6.3.tar.gz;68c5208c58236eba447d7d6d1326b821
diffutils;3.8;https://ftp.gnu.org/gnu/diffutils/diffutils-3.8.tar.xz;6a6b0fdc72acfe3f2829aab477876fbc
e2fsprogs;1.46.5;https://downloads.sourceforge.net/project/e2fsprogs/e2fsprogs/v1.46.5/e2fsprogs-1.46.5.tar.gz;3da91854c960ad8a819b48b2a404eb43
elfutils;0.187;https://sourceware.org/ftp/elfutils/0.187/elfutils-0.187.tar.bz2;cc04f07b53a71616b22553c0a458cf4b
eudev;3.2.11;https://github.com/eudev-project/eudev/releases/download/v3.2.11/eudev-3.2.11.tar.gz;417ba948335736d4d81874fba47a30f7
expat;2.4.9;https://prdownloads.sourceforge.net/expat/expat-2.4.9.tar.xz;8d7fcf7d02d08bf79d9ae5c21cc72c03
expect;5.45.4;https://prdownloads.sourceforge.net/expect/expect5.45.4.tar.gz;00fce8de158422f5ccd2666512329bd2
file;5.43;https://astron.com/pub/file/file-5.43.tar.gz;8effd70da368210a6c6eece037f978eb
findutils;4.9.0;https://ftp.gnu.org/gnu/findutils/findutils-4.9.0.tar.xz;4a4a547e888a944b2f3af31d789a1137
flex;2.6.4;https://github.com/westes/flex/releases/download/v2.6.4/flex-2.6.4.tar.gz;2882e3179748cc9f9c23ec593d6adc8d
gawk;5.2.0;https://ftp.gnu.org/gnu/gawk/gawk-5.2.0.tar.xz;2f724d925873fc82f5e7b1d605ba9a42
gcc;12.2.0;https://ftp.gnu.org/gnu/gcc/gcc-12.2.0/gcc-12.2.0.tar.xz;73bafd0af874439dcdb9fc063b6fb069
gdbm;1.23;https://ftp.gnu.org/gnu/gdbm/gdbm-1.23.tar.gz;8551961e36bf8c70b7500d255d3658ec
gettext;0.21.1;https://ftp.gnu.org/gnu/gettext/gettext-0.21.1.tar.xz;27fcc8a42dbc8f334f23a08f1f2fe00a
glibc;2.36;https://ftp.gnu.org/gnu/glibc/glibc-2.36.tar.xz;00e9b89e043340f688bc93ec03239b57
gmp;6.2.1;https://ftp.gnu.org/gnu/gmp/gmp-6.2.1.tar.xz;0b82665c4a92fd2ade7440c13fcaa42b
gperf;3.1;https://ftp.gnu.org/gnu/gperf/gperf-3.1.tar.gz;9e251c0a618ad0824b51117d5d9db87e
grep;3.8;https://ftp.gnu.org/gnu/grep/grep-3.8.tar.xz;dc6e4d18d4659e6e7552fc4a183c8ac9
groff;1.22.4;https://ftp.gnu.org/gnu/groff/groff-1.22.4.tar.gz;08fb04335e2f5e73f23ea4c3adbf0c5f
grub;2.06;https://ftp.gnu.org/gnu/grub/grub-2.06.tar.xz;cf0fd928b1e5479c8108ee52cb114363
gzip;1.12;https://ftp.gnu.org/gnu/gzip/gzip-1.12.tar.xz;9608e4ac5f061b2a6479dc44e917a5db
iana-etc;20221007;https://github.com/Mic92/iana-etc/releases/download/20221007/iana-etc-20221007.tar.gz;4ba9c780b4cf3b0629a82fbe840cc14a
inetutils;2.3;https://ftp.gnu.org/gnu/inetutils/inetutils-2.3.tar.xz;e73e2ed42d73ceb47616b20131236036
intltool;0.51.0;https://launchpad.net/intltool/trunk/0.51.0/+download/intltool-0.51.0.tar.gz;12e517cac2b57a0121cda351570f1e63
iproute2;6.0.0;https://www.kernel.org/pub/linux/utils/net/iproute2/iproute2-6.0.0.tar.xz;5da6cb3154ee09b9a8b4004d1c2df4cd
kbd;2.5.1;https://www.kernel.org/pub/linux/utils/kbd/kbd-2.5.1.tar.xz;10f10c0a9d897807733f2e2419814abb
kmod;30;https://www.kernel.org/pub/linux/utils/kernel/kmod/kmod-30.tar.xz;85202f0740a75eb52f2163c776f9b564
less;608;https://www.greenwoodsoftware.com/less/less-608.tar.gz;1cdec714569d830a68f4cff11203cdba
lfs-bootscripts;20220920;https://www.linuxfromscratch.org/lfs/downloads/development/lfs-bootscripts-20220920.tar.xz;394ce5da7f97964681bc0df3ba2547ed
libcap;2.66;https://www.kernel.org/pub/linux/libs/security/linux-privs/libcap2/libcap-2.66.tar.xz;00afd6e13bc94b2543b1a70770bdb41f
libffi;3.4.3;https://github.com/libffi/libffi/releases/download/v3.4.3/libffi-3.4.3.tar.gz;b57b0ac1d1072681cee9148a417bd2ec
libpipeline;1.5.6;https://download.savannah.gnu.org/releases/libpipeline/libpipeline-1.5.6.tar.gz;829c9ba46382b0b3e12dd11fcbc1bb27
libtool;2.4.7;https://ftp.gnu.org/gnu/libtool/libtool-2.4.7.tar.xz;2fc0b6ddcd66a89ed6e45db28fa44232
linux;6.0.2;https://www.kernel.org/pub/linux/kernel/v6.x/linux-6.0.2.tar.xz;5a7ea40f0ec23b0800e8b52cb44ed04c
m4;1.4.19;https://ftp.gnu.org/gnu/m4/m4-1.4.19.tar.xz;0d90823e1426f1da2fd872df0311298d
make;4.3;https://ftp.gnu.org/gnu/make/make-4.3.tar.gz;fc7a67ea86ace13195b0bce683fd4469
man-db;2.10.2;https://download.savannah.gnu.org/releases/man-db/man-db-2.10.2.tar.xz;e327f7af3786d15e5851658ae7ef47ed
man-pages;6.00;https://www.kernel.org/pub/linux/docs/man-pages/man-pages-6.00.tar.xz;1a30556c061af0616bd8af882e040edb
meson;0.63.3;https://github.com/mesonbuild/meson/releases/download/0.63.3/meson-0.63.3.tar.gz;b2f2757b5dd84cc754b9df53ce37a175
mpc;1.2.1;https://ftp.gnu.org/gnu/mpc/mpc-1.2.1.tar.gz;9f16c976c25bb0f76b50be749cd7a3a8
mpfr;4.1.0;https://ftp.gnu.org/gnu/mpfr/mpfr-4.1.0.tar.xz;bdd3d5efba9c17da8d83a35ec552baef
ncurses;6.3;https://invisible-mirror.net/archives/ncurses/ncurses-6.3.tar.gz;a2736befde5fee7d2b7eb45eb281cdbe
ninja;1.11.1;https://github.com/ninja-build/ninja/archive/v1.11.1/ninja-1.11.1.tar.gz;32151c08211d7ca3c1d832064f6939b0
openssl;3.0.5;https://www.openssl.org/source/openssl-3.0.5.tar.gz;163bb3e58c143793d1dc6a6ec7d185d5
patch;2.7.6;https://ftp.gnu.org/gnu/patch/patch-2.7.6.tar.xz;78ad9937e4caadcba1526ef1853730d5
perl;5.36.0;https://www.cpan.org/src/5.0/perl-5.36.0.tar.xz;826e42da130011699172fd655e49cfa2
pkg-config;0.29.2;https://pkg-config.freedesktop.org/releases/pkg-config-0.29.2.tar.gz;f6e931e319531b736fadc017f470e68a
procps;4.0.0;https://sourceforge.net/projects/procps-ng/files/Production/procps-ng-4.0.0.tar.xz;eedf93f2f6083afb7abf72188018e1e5
psmisc;23.5;https://sourceforge.net/projects/psmisc/files/psmisc/psmisc-23.5.tar.xz;014f0b5d5ab32478a2c57812ad01e1fb
python;3.10.8;https://www.python.org/ftp/python/3.10.8/Python-3.10.8.tar.xz;e92356b012ed4d0e09675131d39b1bde
python documentation;3.10.8;https://www.python.org/ftp/python/doc/3.10.8/python-3.10.8-docs-html.tar.bz2;e19fa51f7055c0e869d609f2dfbcc5d9
readline;8.2;https://ftp.gnu.org/gnu/readline/readline-8.2.tar.gz;4aa1b31be779e6b84f9a96cb66bc50f6
sed;4.8;https://ftp.gnu.org/gnu/sed/sed-4.8.tar.xz;6d906edfdb3202304059233f51f9a71d
shadow;4.12.3;https://github.com/shadow-maint/shadow/releases/download/4.12.3/shadow-4.12.3.tar.xz;710bcc89c39683609aacfef9f08bd854
sysklogd;1.5.1;https://www.infodrom.org/projects/sysklogd/download/sysklogd-1.5.1.tar.gz;c70599ab0d037fde724f7210c2c8d7f8
sysvinit;3.04;https://download.savannah.gnu.org/releases/sysvinit/sysvinit-3.04.tar.xz;9a00e5f15dd2f038f10feee50677ebff
tar;1.34;https://www.gnu.org/software/tar/;9a08d29a9ac4727130b5708347c0f5cf
tcl;8.6.12;https://ftp.gnu.org/gnu/tar/tar-1.34.tar.xz;87ea890821d2221f2ab5157bc5eb885f
tcl documentation;8.6.12;https://downloads.sourceforge.net/tcl/tcl8.6.12-src.tar.gz;a0d1a5b60bbb68f2f0bd3066a19c527a
texinfo;6.8;https://downloads.sourceforge.net/tcl/tcl8.6.12-html.tar.gz;a91b404e30561a5df803e6eb3a53be71
time zone data;2022e;https://ftp.gnu.org/gnu/texinfo/texinfo-6.8.tar.xz;97bf180d57c3e51a49742d1d87ceed40
udev-lfs tarball;udev-lfs-20171102;https://www.iana.org/time-zones/repository/releases/tzdata2022e.tar.gz;27cd82f9a61422e186b9d6759ddf1634
util-linux;2.38.1;https://anduin.linuxfromscratch.org/LFS/udev-lfs-20171102.tar.xz;cd11456f4ddd31f7fbfdd9488c0c0d02
vim;9.0.0739;https://www.kernel.org/pub/linux/utils/util-linux/v2.38/util-linux-2.38.1.tar.xz;d28503800dcd471edf8c308f5a74f177
wheel;0.37.1;https://anduin.linuxfromscratch.org/LFS/vim-9.0.0739.tar.gz;f490f1399e5903706cb1d4fbed9ecb28
xml::parser;2.46;https://anduin.linuxfromscratch.org/LFS/wheel-0.37.1.tar.gz;80bb18a8e6240fcf7ec2f7b57601c170
xz utils;5.2.7;https://cpan.metacpan.org/authors/id/T/TO/TODDR/XML-Parser-2.46.tar.gz;6c130d21e260d4476e971985e7394e83
zlib;1.2.13;https://tukaani.org/xz/xz-5.2.7.tar.xz;7d9fc1d78ae2fa3e84fe98b77d006c63
zstd;1.5.2;https://zlib.net/zlib-1.2.13.tar.xz;072b10f71f5820c24761a65f31f43e73
